time,open,high,low,close,DP,EMA,EMA,EMA,Volume
1783027500,25608.9,25611,25608.4,25608.7,25602,25412.596556507764,25566.27388664631,25593.55459044091,0
1783027800,25611.3,25611.5,25611.3,25611.5,25602,25414.57569524898,25568.047459719004,25595.263677065584,0
1783028100,25611.8,25612.1,25608.9,25608.9,25602,25416.509270420633,25569.64952012218,25596.56237448791,0
1783028400,25608.5,25617.2,25607.3,25617.2,25602,25418.506193103014,25571.514244823273,25598.527862631916,0
1783028700,25616.4,25617.3,25616.2,25617.3,25622,25420.484240932834,25573.309764634123,25600.3156852384,0
1783029000,25617.8,25621.1,25617.4,25619.9,25622,25422.468477341463,25575.136832687687,25602.18085807284,0
1783029300,25620.6,25620.8,25617,25618.7,25622,25424.421029805726,25576.845192190132,25603.75410968495,0
1783029600,25617.4,25626.1,25613,25621,25622,25426.3770394594,25578.576753280715,25605.39657542924,0
1783029900,25618.9,25627.9,25611.3,25625.3,25622,25428.356372400103,25580.409037465786,25607.292139674075,0
1783030200,25624.5,25626.8,25621.6,25625,25622,25430.313025411047,25582.157702663208,25608.97860256226,0
1783030500,25625.9,25631.8,25625.4,25628.9,25622,25432.289015207953,25583.990733931318,25610.875878508712,0
1783030800,25628.4,25634.3,25627.2,25632.1,25622,25434.27718421086,25585.877371816365,25612.897223412645,0
1783031100,25631.7,25633.9,25624.4,25625.6,25622,25436.180893820703,25587.435121941213,25614.10701165906,0
1783031400,25625.2,25633.7,25620.5,25633.2,25622,25438.141282936915,25589.229823041558,25615.925391501056,0
1783031700,25633.7,25643.5,25631.1,25642.7,25622,25440.176693056947,25591.3266927262,25618.47535421524,0
1783032000,25642.2,25649.3,25641,25648.9,25622,25442.25354188225,25593.584469482037,25621.372939528075,0
1783032300,25648.4,25648.9,25642.1,25642.1,25638,25444.242063853573,25595.48703930627,25623.346945287307,0
1783032600,25641.2,25641.9,25637.7,25641.6,25638,25446.205824412245,25597.295390706026,25625.08533145042,0
1783032900,25641.5,25648.2,25641.5,25646.9,25638,25448.20278138327,25599.24066950187,25627.16291893133,0
1783033200,25646.5,25648.6,25639.8,25640.2,25638,25450.11320146901,25600.8469177567,25628.404545699777,0
1783033500,25640.6,25641.9,25632.7,25634.4,25638,25451.94690095688,25602.162724903494,25628.97554134742,0
1783033800,25634,25636.5,25624.3,25625.3,25638,25453.67180741502,25603.070069024925,25628.625489790524,0
1783034100,25626.1,25634.7,25625.3,25628.3,25638,25455.40940137109,25604.05947808277,25628.594490762855,0
1783034400,25628.8,25647.1,25627.1,25645.9,25638,25457.30483021317,25605.70028286384,25630.242634499726,0
1783034700,25645.5,25649.9,25644.3,25646.8,25638,25459.190354290648,25607.312036477022,25631.81952645213,0
1783035000,25645.1,25652.5,25641.2,25650.4,25638,25461.092937830043,25609.001760536747,25633.58909536145,0
1783035300,25649.9,25652.1,25639.5,25643.8,25638,25462.91091854815,25610.366397378442,25634.561562469884,0
1783035600,25642.9,25646.8,25636.9,25637.8,25638,25464.65110841334,25611.44222493223,25634.8699850918,0
1783035900,25637.3,25650.4,25635.6,25648.1,25650,25466.476470518683,25612.87978473881,25636.129986511627,0
1783036200,25647.7,25650.4,25640,25648.1,25650,25468.283669817003,25614.26096965101,25637.269987796233,0
1783036500,25647.3,25647.8,25643.3,25646.1,25650,25470.05298653524,25615.50955907646,25638.110941339448,0
1783036800,25647,25660.1,25628.1,25639.4,25650,25471.738031445337,25616.44643911268,25638.23370883093,0
1783037100,25639,25644,25621.1,25621.1,25650,25473.224220187174,25616.628931696494,25636.601927037507,0
1783037400,25620.7,25649,25615.1,25647.7,25650,25474.960297598245,25617.847404963297,25637.65888636727,0
1783037700,25648.1,25650.6,25619.1,25623.1,25650,25476.434324487815,25618.053389082383,25636.272325760863,57
1783038000,25623.6,25632.1,25620.1,25630.3,25650,25477.965326234204,25618.533648334054,25635.703532831256,6
1783038300,25630.8,25632.3,25618.6,25624.1,25650,25479.419402590083,25618.75193663468,25634.598434466374,2
1783038600,25624.6,25624.6,25600.1,25604.1,25650,25480.660005549387,25618.1773508843,25631.693821660054,15
1783038900,25603.6,25632.1,25603,25625.1,25650,25482.09721942452,25618.448827320208,25631.065838644812,6
1783039200,25624.6,25627.6,25612.9,25619.1,25650,25483.460431171537,25618.47436350373,25629.926234964354,1
1783039500,25619.6,25629.1,25612.6,25628.1,25622,25484.89963086137,25618.85183944476,25629.752307824892,2
1783039800,25628.6,25631.1,25617.1,25622.1,25622,25486.264808663745,25618.979218290064,25629.023516603473,0
1783040100,25623.1,25625.6,25609.1,25613.8,25622,25487.533815542713,25618.776111690455,25627.573657879333,1
1783040400,25613.1,25653.6,25608.6,25650.1,25622,25489.15138951741,25620.0044994673,25629.719023795587,12
1783040700,25648.6,25686.6,25647.6,25680.6,25622,25491.056350815743,25622.380793605837,25634.56483105315,12
1783041000,25683.1,25685.1,25666.6,25683.6,25622,25492.972208021558,25624.781546797763,25639.234847143325,13
1783041300,25685.6,25687.1,25669.1,25671.6,25622,25494.749598986517,25626.6175645704,25642.317242653484,5
1783041600,25672.1,25696.1,25671.6,25695.1,25622,25496.74313531501,25629.30315027352,25647.344171924582,3
1783041900,25694.6,25694.6,25683.1,25685.6,25622,25498.622308097943,25631.51086987064,25650.987584122242,3
1783042200,25689.1,25705.2,25684.6,25705.2,25622,25500.677807519856,25634.400639679632,25656.150671348696,5
1783042500,25703.1,25703.6,25673.6,25690.6,25622,25502.56758057936,25636.604536162784,25659.431559791676,10
1783042800,25691.1,25697.1,25689.6,25691.1,25622,25504.44352505121,25638.741613176007,25662.447601716278,0
1783043100,25690.6,25690.6,25683.1,25686.1,25688,25506.251052165127,25640.598804816163,25664.700211076633,2
1783043400,25686.6,25688.6,25677.1,25688.1,25688,25508.060494432142,25642.461596784156,25666.92876240267,1
1783043700,25686.6,25691.1,25681.6,25683.1,25688,25509.802181054707,25644.055259655364,25668.46888026908,3
1783044000,25681.1,25689.6,25681.1,25688.6,25688,25511.58126383028,25645.802112217898,25670.386129767263,2
1783044300,25688.1,25693.1,25680.6,25686.6,25688,25513.32274379217,25647.402029385823,25671.930307884668,5
1783044600,25687.6,25688.1,25675.6,25677.6,25688,25514.95734335643,25648.586263527555,25672.47027856232,1
1783044900,25676.6,25686.6,25676.1,25677.1,25688,25516.570703124027,25649.704449271572,25672.911204413525,0
1783045200,25677.6,25685.2,25677.6,25680.6,25688,25518.20283543125,25650.916039496216,25673.643470659856,2
1783045500,25681.6,25690.5,25674.1,25686.4,25688,25519.8764390588,25652.30756735911,25674.85837821606,18
1783045800,25685.9,25687.6,25676.5,25683.2,25688,25521.50154911792,25653.51903530581,25675.65281838596,14
